"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","salary","Status"
"658",0.43,0.55,2,130,3,0,0,"2","left"
"660",0.77,0.91,5,221,6,0,0,"1","left"
"661",0.44,0.5,2,130,3,0,0,"1","left"
"662",0.39,0.46,2,136,3,0,0,"1","left"
"664",0.1,0.79,6,256,5,0,0,"0","left"
"665",0.1,0.77,5,276,4,0,0,"0","left"
"666",0.75,0.85,5,267,5,0,0,"0","left"
"668",0.91,0.97,4,274,6,0,0,"0","left"
"669",0.1,0.92,6,258,4,0,0,"0","left"
"670",0.72,0.6,3,153,5,0,0,"0","left"
"671",0.11,0.95,6,245,4,0,0,"0","left"
"672",0.11,0.94,6,264,4,0,0,"0","left"
"674",0.37,0.46,2,149,3,0,0,"0","left"
"675",0.46,0.5,2,157,3,0,0,"0","left"
"676",0.43,0.57,2,127,3,0,0,"0","left"
"678",0.73,0.89,5,236,6,0,0,"0","left"
"679",0.43,0.47,2,158,3,0,0,"0","left"
"680",0.86,1,5,229,5,0,0,"0","left"
"681",0.1,0.83,6,269,4,0,0,"0","left"
"684",0.86,0.98,3,158,5,0,0,"0","left"
"685",0.42,1,3,202,3,0,0,"1","left"
"686",0.79,0.84,4,240,5,0,0,"1","left"
"687",0.1,0.96,7,255,4,0,0,"1","left"
"688",0.09,0.92,7,254,4,0,0,"1","left"
"689",0.09,0.82,6,257,4,0,0,"1","left"
"691",0.36,0.49,2,145,3,0,0,"1","left"
"692",0.42,0.75,3,218,4,0,0,"1","left"
"693",0.84,0.86,5,268,5,0,0,"1","left"
"694",0.1,0.83,6,278,4,0,0,"1","left"
"695",0.78,0.71,3,249,5,0,0,"1","left"
"696",0.35,0.99,3,236,4,0,0,"1","left"
"697",0.1,0.81,7,291,4,0,0,"2","left"
"698",0.11,0.8,6,306,4,0,0,"0","left"
"700",0.38,0.45,2,156,3,0,0,"1","left"
"701",0.46,0.54,2,143,3,0,0,"1","left"
"702",0.89,0.82,4,243,5,0,0,"1","left"
"703",0.45,0.5,2,147,3,0,0,"0","left"
"704",0.44,0.53,2,159,3,0,0,"0","left"
"705",0.74,0.54,5,216,3,0,0,"0","left"
"706",0.45,0.54,2,152,3,0,0,"0","left"
"708",0.79,0.91,5,271,5,0,0,"0","left"
"709",0.11,0.87,6,255,4,0,0,"0","left"
"710",0.42,0.48,2,140,3,0,0,"0","left"
"711",0.64,0.9,6,252,2,0,0,"0","left"
"712",0.4,0.55,2,159,3,0,0,"0","left"
"713",0.84,0.98,5,270,5,0,0,"0","left"
"714",0.73,0.92,5,232,5,0,0,"0","left"
"715",0.4,0.51,2,144,3,0,0,"0","left"
"716",0.36,0.45,2,127,3,0,0,"0","left"
"717",0.43,0.47,2,131,3,0,0,"0","left"
"718",0.11,0.78,6,243,4,0,0,"0","left"
"719",0.91,1,5,244,6,0,0,"0","left"
"720",0.8,1,5,260,5,0,0,"0","left"
"721",0.42,0.49,2,139,3,0,0,"0","left"
"723",0.44,0.47,2,130,3,0,0,"0","left"
"724",0.38,0.54,2,135,3,0,0,"1","left"
"725",0.45,0.56,2,146,3,0,0,"1","left"
"726",0.43,0.46,2,149,3,0,0,"1","left"
"727",0.45,0.46,2,153,3,1,0,"1","left"
"728",0.43,0.57,2,160,3,0,0,"1","left"
"730",0.09,0.83,6,282,4,0,0,"1","left"
"731",0.43,0.47,2,128,3,0,0,"1","left"
"732",0.79,0.94,4,232,5,0,0,"1","left"
"733",0.85,0.58,3,226,2,0,0,"1","left"
"735",0.11,0.92,7,255,4,0,0,"1","left"
"736",0.83,0.99,5,258,5,0,0,"2","left"
"737",0.81,0.91,4,229,5,0,0,"0","left"
"738",0.42,0.56,2,143,3,0,0,"1","left"
"739",0.11,0.87,6,257,4,0,0,"1","left"
"741",0.1,0.89,7,291,4,0,0,"1","left"
"742",0.5,0.54,5,153,4,0,0,"0","left"
"743",0.44,0.49,2,154,3,0,0,"0","left"
"744",0.11,0.9,6,301,4,0,0,"0","left"
"745",0.39,0.52,2,134,3,0,0,"0","left"
"746",0.11,0.78,6,245,4,0,0,"0","left"
"750",0.86,0.84,4,246,6,0,0,"0","left"
"751",0.38,0.49,2,145,3,0,0,"0","left"
"752",0.46,0.45,2,138,3,0,1,"0","left"
"753",0.37,0.57,2,129,3,0,0,"0","left"
"754",0.43,0.52,2,150,3,0,0,"0","left"
"755",0.66,0.93,5,253,5,0,0,"0","left"
"756",0.37,0.48,2,160,3,0,0,"0","left"
"757",0.77,0.92,5,235,5,0,0,"0","left"
"758",0.38,0.55,2,151,3,0,0,"0","left"
"759",0.39,0.54,2,127,3,0,0,"0","left"
"760",0.41,0.55,2,151,3,0,0,"0","left"
"761",0.1,0.9,7,290,4,0,0,"0","left"
"762",0.09,0.93,6,249,4,0,0,"0","left"
"763",0.41,0.47,2,131,3,0,0,"1","left"
"764",0.39,0.46,2,159,3,0,0,"1","left"
"765",0.83,0.99,4,223,5,0,0,"1","left"
"766",0.09,0.87,3,214,2,0,0,"1","left"
"767",0.75,0.81,5,227,5,0,0,"1","left"
"770",0.42,0.46,2,141,3,0,0,"1","left"
"771",0.1,0.83,6,300,4,0,0,"1","left"
"772",0.1,0.86,6,309,4,0,0,"1","left"
"775",0.38,0.5,2,152,3,0,0,"2","left"
"776",0.39,0.57,2,158,3,0,0,"0","left"
"777",0.1,0.97,6,254,5,0,0,"1","left"
"778",0.11,0.93,6,294,4,0,0,"1","left"
"779",0.1,0.92,7,269,4,0,0,"1","left"
"782",0.91,0.96,4,232,5,0,0,"0","left"
"783",0.72,1,4,245,5,0,0,"0","left"
"784",0.36,0.46,2,132,3,0,0,"0","left"
"785",0.44,0.57,2,131,3,0,0,"0","left"
"786",0.85,0.99,5,248,5,0,0,"0","left"
"787",0.78,0.93,5,225,5,0,0,"0","left"
"788",0.39,0.46,2,156,3,0,0,"0","left"
"789",0.78,0.81,3,222,2,0,0,"0","left"
"790",0.1,0.92,6,243,4,1,0,"0","left"
"793",0.9,0.83,5,259,5,0,0,"0","left"
"795",0.11,0.79,7,295,4,0,0,"0","left"
"796",0.43,0.54,2,150,3,0,0,"0","left"
"797",0.45,0.49,2,151,3,0,0,"0","left"
"798",0.11,0.91,5,291,4,0,0,"0","left"
"800",0.43,0.5,2,161,3,0,0,"0","left"
"801",0.91,0.97,4,251,6,0,0,"0","left"
"802",0.43,0.55,2,153,3,0,0,"1","left"
"803",0.85,0.82,5,264,6,0,0,"1","left"
"804",0.1,0.77,6,310,4,0,0,"1","left"
"805",0.81,0.95,5,266,5,0,0,"1","left"
"806",0.36,0.62,4,237,2,0,0,"1","left"
"808",0.86,1,5,227,5,0,0,"1","left"
"809",0.71,1,4,300,5,0,0,"1","left"
"810",0.11,0.97,7,310,4,0,0,"1","left"
"813",0.38,0.49,2,127,3,0,0,"1","left"
"815",0.1,0.92,7,253,4,1,0,"0","left"
"816",0.8,0.97,4,218,5,1,0,"1","left"
"817",0.84,0.97,5,251,5,0,0,"1","left"
"818",0.11,0.87,6,264,4,0,0,"1","left"
"819",0.89,0.79,3,149,2,0,0,"1","left"
"820",0.45,0.51,2,138,3,0,0,"0","left"
"821",0.11,0.93,7,284,4,0,0,"0","left"
"822",0.74,0.93,5,244,5,0,0,"0","left"
"823",0.41,0.5,2,128,3,0,0,"0","left"
"824",0.44,0.53,2,154,3,0,0,"0","left"
"825",0.37,0.56,2,138,3,0,0,"0","left"
"826",0.11,0.86,6,308,4,0,0,"0","left"
"827",0.1,0.93,6,269,4,0,0,"0","left"
"829",0.59,1,2,160,5,0,0,"0","left"
"831",0.72,0.95,4,220,5,0,0,"0","left"
"832",0.73,1,5,274,5,0,0,"0","left"
"833",0.39,0.48,2,161,3,0,0,"0","left"
"834",0.89,0.82,5,224,6,0,0,"0","left"
"835",0.89,1,4,260,5,0,0,"0","left"
"836",0.11,0.78,6,300,4,1,0,"0","left"
"837",0.43,0.56,2,133,3,0,0,"0","left"
"838",0.09,0.93,6,308,4,0,0,"0","left"
"839",0.81,0.9,5,238,6,0,0,"0","left"
"840",0.37,0.53,2,126,3,0,0,"0","left"
"841",0.36,0.56,2,138,3,0,0,"1","left"
"843",0.1,0.85,6,254,4,0,0,"1","left"
"844",0.66,0.47,7,156,2,0,0,"1","left"
"845",0.39,0.47,2,152,3,0,0,"1","left"
"847",0.1,0.84,6,253,4,0,0,"1","left"
"848",0.79,0.94,5,227,6,0,0,"1","left"
"849",0.1,0.81,6,301,4,1,0,"1","left"
"850",0.54,0.94,6,294,3,0,0,"1","left"
"851",0.37,0.47,2,151,3,0,0,"1","left"
"852",0.37,0.57,2,128,3,0,0,"1","left"
"853",0.82,0.89,5,217,5,0,0,"2","left"
"854",0.45,0.52,2,160,3,0,0,"0","left"
"856",0.42,0.56,2,156,3,0,0,"1","left"
"857",0.1,0.85,6,273,4,0,0,"1","left"
"859",0.74,1,4,253,5,0,0,"0","left"
"860",0.1,0.93,6,270,4,0,0,"0","left"
"863",0.41,0.47,2,154,3,0,0,"0","left"
"864",0.39,0.55,2,146,3,0,0,"0","left"
"865",0.1,0.94,6,260,4,0,0,"0","left"
"867",0.41,0.46,2,128,3,0,0,"0","left"
"868",0.42,0.56,2,128,3,0,0,"0","left"
"869",0.74,0.88,4,248,6,0,0,"0","left"
"871",0.39,0.56,2,126,3,0,0,"0","left"
"872",0.87,0.94,4,260,5,0,0,"0","left"
"873",0.1,0.9,5,263,4,0,0,"0","left"
"875",0.14,0.73,7,282,5,0,0,"0","left"
"876",0.11,0.94,6,277,5,0,0,"0","left"
"877",0.91,0.94,5,257,5,0,0,"0","left"
"878",0.49,0.63,6,265,3,0,0,"0","left"
"879",0.38,0.47,2,143,3,0,0,"0","left"
"880",0.82,0.97,5,263,5,0,0,"1","left"
"881",0.38,0.88,3,154,4,0,0,"1","left"
"883",0.11,0.79,6,294,4,0,0,"1","left"
"884",0.37,0.51,2,128,3,0,0,"1","left"
"885",0.38,0.5,2,153,3,0,0,"1","left"
"886",0.78,0.87,5,256,5,0,0,"1","left"
"887",0.41,0.51,2,127,3,0,0,"1","left"
"889",0.11,0.83,6,295,4,0,0,"1","left"
"890",0.11,0.79,6,281,4,0,0,"1","left"
"891",0.43,0.57,2,131,3,1,0,"1","left"
"892",0.75,0.86,5,237,5,0,0,"2","left"
"893",0.74,0.99,4,276,5,0,0,"0","left"
"894",0.85,0.85,5,267,5,0,0,"1","left"
"895",0.73,0.92,5,266,5,0,0,"1","left"
"896",0.1,0.79,6,294,4,0,0,"1","left"
"897",0.44,0.56,2,134,3,0,0,"1","left"
"898",0.3,0.56,3,309,4,1,0,"0","left"
"899",0.11,0.77,7,273,4,0,0,"0","left"
"900",0.84,0.83,5,238,5,0,0,"0","left"
"901",0.78,0.94,5,271,6,0,0,"0","left"
"902",0.43,0.53,2,145,3,0,0,"0","left"
"903",0.36,0.55,2,152,3,0,0,"0","left"
"904",0.43,0.47,2,128,3,0,0,"0","left"
"905",0.45,0.46,2,142,3,0,0,"0","left"
"906",0.76,0.93,5,238,5,0,0,"0","left"
"907",0.1,0.78,7,286,4,0,0,"0","left"
"909",0.92,1,5,259,5,0,0,"0","left"
"910",0.92,0.9,5,248,5,0,0,"0","left"
"911",0.79,0.98,4,271,5,0,0,"0","left"
"912",0.43,0.51,2,140,3,0,0,"0","left"
"913",0.8,0.95,4,274,5,0,0,"0","left"
"915",0.89,0.87,5,275,6,0,0,"0","left"
"916",0.48,0.88,3,239,3,0,0,"0","left"
"919",0.11,0.85,6,259,4,0,0,"1","left"
"920",0.82,0.86,4,264,5,0,0,"1","left"
"921",0.37,0.45,2,160,3,0,0,"1","left"
"923",0.43,0.47,2,137,3,0,0,"1","left"
"924",0.44,0.5,2,156,3,0,0,"1","left"
"925",0.42,0.56,2,147,3,0,0,"1","left"
"926",0.11,0.8,7,243,4,0,0,"1","left"
"927",0.78,0.87,4,236,5,0,0,"1","left"
"928",0.46,0.86,2,212,4,0,0,"1","left"
"929",0.77,0.91,5,261,6,0,0,"1","left"
"930",0.83,0.82,4,243,5,0,0,"1","left"
"931",0.32,0.58,5,271,5,0,0,"2","left"
"933",0.42,0.52,2,151,3,0,0,"1","left"
"934",0.1,0.96,6,254,4,1,0,"1","left"
"935",0.1,0.91,6,285,4,0,0,"1","left"
"937",0.1,0.95,7,301,4,0,0,"0","left"
"938",0.11,0.8,6,286,4,0,0,"0","left"
"940",0.39,0.47,2,135,3,0,0,"0","left"
"941",0.92,0.92,4,245,5,0,0,"0","left"
"942",0.43,0.56,2,136,3,0,0,"0","left"
"944",0.81,1,5,235,5,0,0,"0","left"
"945",0.11,0.85,7,272,4,0,0,"0","left"
"946",0.87,1,5,274,5,0,0,"0","left"
"947",0.37,0.46,2,131,3,0,0,"0","left"
"948",0.39,0.56,2,135,3,0,0,"0","left"
"949",0.61,0.86,4,196,4,0,0,"0","left"
"950",0.11,0.95,6,285,4,0,0,"0","left"
"952",0.36,0.52,2,157,3,0,0,"0","left"
"953",0.09,0.94,6,308,4,0,0,"0","left"
"954",0.41,0.71,4,301,5,0,0,"0","left"
"955",0.4,0.46,2,131,3,0,0,"0","left"
"957",0.46,0.53,2,143,3,1,0,"0","left"
"958",0.39,0.57,2,133,3,0,0,"1","left"
"959",0.41,0.5,2,153,3,0,0,"1","left"
"960",0.1,0.94,7,281,4,0,0,"1","left"
"962",0.73,0.83,5,270,5,1,0,"1","left"
"963",0.41,0.45,2,150,3,0,0,"1","left"
"964",0.37,0.51,2,140,3,0,0,"1","left"
"966",0.8,0.63,5,180,5,0,0,"1","left"
"967",0.09,0.85,5,281,4,0,0,"1","left"
"968",0.85,0.92,4,275,5,0,0,"1","left"
"969",0.42,0.54,2,130,3,0,0,"1","left"
"970",0.41,0.48,2,130,3,0,0,"2","left"
"971",0.38,0.46,2,147,3,0,0,"0","left"
"972",0.72,1,5,264,5,0,0,"1","left"
"974",0.37,0.47,2,150,3,0,0,"1","left"
"975",0.1,0.81,6,304,4,0,0,"1","left"
"976",0.36,0.54,2,136,3,0,0,"0","left"
"978",0.11,0.87,5,303,4,0,0,"0","left"
"979",0.39,0.56,2,156,3,0,0,"0","left"
"980",0.11,0.95,6,271,4,0,0,"0","left"
"981",0.45,0.45,2,140,3,0,0,"0","left"
"982",0.44,0.55,2,130,3,1,0,"0","left"
"984",0.43,0.52,2,139,3,0,0,"0","left"
"985",0.75,0.86,5,260,5,0,0,"0","left"
"986",0.11,0.55,2,137,3,1,0,"0","left"
"987",0.36,0.5,2,158,3,0,0,"0","left"
"988",0.1,0.79,6,249,4,0,0,"0","left"
"989",0.74,0.89,5,259,5,0,0,"0","left"
"991",0.09,0.77,6,244,4,0,0,"0","left"
"993",0.45,0.57,2,151,3,0,0,"0","left"
"994",0.84,0.88,4,269,5,0,0,"0","left"
"995",0.38,0.45,2,127,3,0,0,"0","left"
"996",0.38,0.46,2,144,3,0,0,"0","left"
"997",0.38,0.54,2,157,3,0,0,"1","left"
"998",0.86,0.94,5,224,5,0,0,"1","left"
"999",0.37,0.46,2,155,3,0,0,"1","left"
"1000",0.37,0.5,2,131,3,0,0,"1","left"
"1001",0.87,1,4,258,5,1,1,"1","left"
"1002",0.11,0.85,6,267,4,0,0,"1","left"
"1003",0.42,0.5,2,141,3,0,0,"1","left"
"1004",0.43,0.48,2,160,3,0,0,"1","left"
"1005",0.09,0.8,6,247,4,0,0,"1","left"
"1006",0.54,0.56,4,260,3,0,0,"1","left"
"1007",0.4,0.47,2,151,3,0,0,"1","left"
"1008",0.36,0.52,2,137,3,1,0,"1","left"
"1009",0.87,0.9,4,256,5,0,0,"2","left"
"1010",0.75,0.88,4,239,5,0,0,"0","left"
"1012",0.43,0.47,2,149,3,0,0,"1","left"
"1015",0.44,0.53,2,156,3,0,0,"0","left"
"1016",0.39,0.48,2,138,3,0,0,"0","left"
"1017",0.4,0.55,2,155,3,0,0,"0","left"
"1018",0.92,0.87,4,229,6,0,0,"0","left"
"1019",0.36,0.47,2,136,3,0,0,"0","left"
"1020",0.86,0.95,4,241,5,0,0,"0","left"
"1021",0.74,0.87,5,258,5,0,0,"0","left"
"1022",0.8,0.95,3,146,5,0,0,"0","left"
"1023",0.36,0.48,2,145,3,0,0,"0","left"
"1024",0.42,0.57,2,159,3,0,0,"0","left"
"1026",0.4,0.45,2,142,3,0,0,"0","left"
"1027",0.46,0.53,2,129,3,0,0,"0","left"
"1028",0.09,0.9,6,287,4,0,0,"0","left"
"1030",0.1,0.82,6,272,4,0,0,"0","left"
"1031",0.1,0.97,6,307,4,0,0,"0","left"
"1032",0.11,0.93,4,295,3,0,0,"0","left"
"1033",0.84,0.88,5,237,5,0,0,"0","left"
"1034",0.42,0.56,2,158,3,0,0,"0","left"
"1036",0.1,0.95,6,256,4,0,0,"1","left"
"1037",0.46,0.54,2,158,3,0,0,"1","left"
"1038",0.09,0.97,7,268,4,0,0,"1","left"
"1039",0.89,1,4,237,5,0,0,"1","left"
"1041",0.11,0.89,6,309,4,0,0,"1","left"
"1042",0.81,0.84,5,258,5,0,0,"1","left"
"1043",0.81,0.94,5,233,6,0,0,"1","left"
"1044",0.77,1,4,249,6,0,0,"1","left"
"1045",0.63,0.94,3,179,2,0,0,"1","left"
"1046",0.4,0.57,2,128,3,0,0,"1","left"
"1047",0.86,1,4,250,6,0,0,"1","left"
"1048",0.37,0.49,2,151,3,0,0,"2","left"
"1049",0.44,0.5,2,132,3,0,0,"0","left"
"1050",0.74,0.89,5,232,6,0,0,"1","left"
"1051",0.79,1,4,229,5,1,0,"1","left"
"1052",0.09,0.92,6,261,4,0,0,"1","left"
"1053",0.37,0.48,2,129,3,0,0,"1","left"
"1054",0.09,0.78,6,244,4,0,0,"0","left"
"1055",0.09,0.84,6,258,4,0,0,"0","left"
"1056",0.1,0.8,7,292,5,0,0,"0","left"
"1057",0.45,0.56,2,143,3,0,0,"0","left"
"1059",0.31,0.95,6,235,5,0,0,"0","left"
"1061",0.36,0.48,2,152,3,0,0,"0","left"
"1062",0.34,0.97,6,157,5,1,0,"0","left"
"1063",0.87,0.83,5,267,5,0,0,"0","left"
"1064",0.11,0.91,6,302,4,0,0,"0","left"
"1066",0.43,0.52,2,142,3,0,0,"0","left"
"1067",0.43,0.47,2,129,3,0,0,"0","left"
"1068",0.45,0.57,2,136,3,0,0,"0","left"
"1069",0.74,1,5,223,5,0,0,"0","left"
"1070",0.1,0.89,6,244,4,1,0,"0","left"
"1071",0.78,0.87,5,243,5,0,0,"0","left"
"1074",0.45,0.54,2,154,3,0,0,"0","left"
"1075",0.86,0.83,4,270,5,0,0,"1","left"
"1076",0.74,0.89,4,267,5,0,0,"1","left"
"1078",0.8,0.95,5,244,5,0,0,"1","left"
"1079",0.46,0.53,2,128,3,0,0,"1","left"
"1081",0.86,0.95,4,238,5,0,0,"1","left"
"1082",0.9,0.91,4,269,5,0,0,"1","left"
"1083",0.87,0.88,5,231,6,0,0,"1","left"
"1084",0.83,0.94,4,267,5,0,0,"1","left"
"1085",0.77,0.83,4,245,5,0,0,"1","left"
"1088",0.73,0.92,4,273,5,0,0,"0","left"
"1089",0.91,0.9,4,250,5,0,0,"1","left"
"1090",0.36,0.53,2,133,3,0,0,"1","left"
"1092",0.44,0.46,2,157,3,0,0,"1","left"
"1093",0.73,1,5,230,5,0,0,"0","left"
"1094",0.89,0.91,5,260,5,0,0,"0","left"
"1095",0.11,0.77,6,275,4,0,0,"0","left"
"1096",0.1,0.77,7,308,4,0,0,"0","left"
"1097",0.37,0.46,2,129,3,0,0,"0","left"
"1098",0.38,0.48,2,134,3,0,0,"0","left"
"1099",0.42,0.48,2,132,3,0,0,"0","left"
"1100",0.44,0.46,2,153,3,0,0,"0","left"
"1102",0.09,0.97,7,262,4,0,0,"0","left"
"1104",0.38,0.52,2,156,3,0,0,"0","left"
"1105",0.11,0.89,6,254,4,0,0,"0","left"
"1106",0.37,0.49,2,130,3,0,0,"0","left"
"1108",0.72,0.82,5,269,5,0,0,"0","left"
"1109",0.1,0.91,7,297,4,0,0,"0","left"
"1110",0.73,0.86,5,249,5,0,0,"0","left"
"1111",0.09,0.82,7,267,4,0,0,"0","left"
"1112",0.44,0.46,2,149,3,0,0,"0","left"
"1113",0.09,0.82,6,251,4,0,0,"0","left"
"1115",0.11,0.86,6,279,4,0,0,"1","left"
"1116",0.42,0.46,2,131,3,0,0,"1","left"
"1117",0.09,0.85,6,260,4,0,0,"1","left"
"1118",0.72,0.88,5,249,5,0,0,"1","left"
"1119",0.75,0.97,4,245,5,0,0,"1","left"
"1120",0.44,0.5,2,138,3,0,0,"1","left"
"1121",0.11,0.91,6,278,4,0,0,"1","left"
"1122",0.38,0.47,2,147,3,0,0,"1","left"
"1125",0.43,0.52,2,141,3,0,0,"1","left"
"1126",0.39,0.57,2,158,3,0,0,"2","left"
"1127",0.88,0.87,4,235,6,0,0,"0","left"
"1128",0.1,0.85,7,261,4,0,0,"1","left"
"1129",0.1,0.89,5,270,4,0,0,"1","left"
"1131",0.37,0.47,2,149,3,0,0,"1","left"
"1133",0.77,0.87,4,150,4,0,0,"0","left"
"1134",0.91,0.94,5,218,6,0,0,"0","left"
"1135",0.46,0.51,2,155,3,0,0,"0","left"
"1136",0.11,0.87,6,291,4,0,0,"0","left"
"1137",0.86,0.91,5,265,5,0,0,"0","left"
"1138",0.87,0.88,5,262,6,0,0,"0","left"
"1139",0.09,0.92,6,303,5,0,0,"0","left"
"1140",0.42,0.46,2,132,3,0,0,"0","left"
"1141",0.82,0.83,4,245,5,1,0,"0","left"
"1142",0.46,0.48,2,129,3,0,0,"0","left"
"1143",0.88,1,5,226,6,0,0,"0","left"
"1144",0.1,0.91,6,286,4,0,0,"0","left"
"1145",0.43,0.45,2,140,3,0,0,"0","left"
"1146",0.37,0.49,2,153,3,0,0,"0","left"
"1148",0.83,0.95,5,258,5,0,0,"0","left"
"1149",0.39,0.57,2,156,3,0,0,"0","left"
"1150",0.77,0.92,5,255,5,0,0,"0","left"
"1151",0.43,0.46,2,129,3,0,0,"0","left"
"1152",0.79,0.96,4,234,5,0,0,"0","left"
"1154",0.1,0.88,7,300,4,0,0,"1","left"
"1155",0.39,0.53,2,131,3,0,0,"1","left"
"1158",0.42,0.52,2,141,3,1,0,"1","left"
"1159",0.57,0.85,4,219,2,1,0,"1","left"
"1160",0.11,0.95,7,269,5,0,0,"1","left"
"1161",0.36,0.73,4,276,2,0,0,"1","left"
"1162",0.11,0.94,7,302,4,0,0,"1","left"
"1163",0.35,0.8,6,281,2,0,0,"1","left"
"1164",0.78,0.99,5,241,5,0,0,"1","left"
"1165",0.11,0.93,7,288,4,0,0,"2","left"
"1167",0.42,0.54,2,135,3,0,0,"1","left"
"1168",0.43,0.5,2,127,3,1,0,"1","left"
"1169",0.79,0.84,5,245,5,0,0,"1","left"
"1170",0.45,0.45,2,145,3,0,0,"1","left"
"1171",0.09,0.91,6,248,4,0,0,"0","left"
"1174",0.11,0.91,6,272,4,0,0,"0","left"
"1175",0.09,0.8,6,294,4,0,0,"0","left"
"1176",0.78,0.71,4,296,3,0,0,"0","left"
"1177",0.38,0.5,2,151,3,1,0,"0","left"
"1178",0.82,0.82,4,249,5,0,0,"0","left"
"1180",0.45,0.46,2,146,3,0,0,"0","left"
"1181",0.77,0.89,5,243,5,0,0,"0","left"
"1182",0.39,0.5,2,127,3,0,0,"0","left"
"1183",0.91,0.9,4,245,5,0,0,"0","left"
"1184",0.11,0.77,6,264,4,0,0,"0","left"
"1185",0.46,0.45,2,143,3,0,0,"0","left"
"1187",0.11,0.96,6,262,4,1,0,"0","left"
"1190",0.36,0.51,2,155,3,0,0,"0","left"
"1191",0.11,0.89,6,264,4,0,0,"0","left"
"1192",0.09,0.77,6,256,5,0,0,"1","left"
"1194",0.73,0.97,5,217,6,0,0,"1","left"
"1195",0.21,0.58,7,203,5,0,0,"1","left"
"1197",0.37,0.55,2,159,3,0,0,"1","left"
"1198",0.79,0.96,5,218,5,0,0,"1","left"
"1199",0.09,0.8,6,298,4,0,0,"1","left"
"1201",0.83,1,5,263,5,0,0,"1","left"
"1202",0.1,0.77,5,252,4,0,0,"1","left"
"1205",0.43,0.56,2,158,3,0,0,"0","left"
"1206",0.09,0.84,7,307,4,0,0,"1","left"
"1207",0.44,0.53,2,152,3,0,0,"1","left"
"1208",0.81,0.98,5,237,5,0,0,"1","left"
"1209",0.1,0.79,7,284,4,0,0,"1","left"
"1210",0.1,0.93,6,243,4,0,0,"0","left"
"1212",0.09,0.77,6,244,4,0,0,"0","left"
"1214",0.38,0.55,2,134,3,0,0,"0","left"
"1215",0.09,0.87,7,278,4,0,0,"0","left"
"1216",0.74,0.97,5,238,5,0,0,"0","left"
"1217",0.44,0.56,2,127,3,0,0,"0","left"
"1218",0.76,0.95,4,259,5,0,0,"0","left"
"1219",0.42,0.56,2,146,3,0,0,"0","left"
"1220",0.75,1,4,243,5,0,0,"0","left"
"1221",0.36,0.52,2,137,3,0,0,"0","left"
"1222",0.75,0.93,5,229,5,0,0,"0","left"
"1225",0.09,0.84,6,301,4,0,0,"0","left"
"1226",0.39,0.46,2,127,3,0,0,"0","left"
"1227",0.4,0.48,2,142,3,0,0,"0","left"
"1229",0.1,0.85,7,310,5,0,0,"0","left"
"1230",0.42,0.55,2,148,3,0,0,"0","left"
"1231",0.37,0.52,2,143,3,0,0,"1","left"
"1232",0.11,0.98,6,250,4,0,0,"1","left"
"1233",0.09,0.88,7,265,4,0,0,"1","left"
"1234",0.41,0.54,2,152,3,0,0,"1","left"
"1235",0.42,0.49,2,145,3,0,0,"1","left"
"1236",0.4,0.49,2,140,3,0,0,"1","left"
"1237",0.36,0.47,2,129,3,0,0,"1","left"
"1238",0.74,0.9,4,226,5,0,0,"1","left"
"1239",0.66,1,5,269,5,0,0,"1","left"
"1240",0.38,0.47,2,152,3,0,0,"1","left"
"1241",0.43,0.51,2,132,3,0,0,"1","left"
"1242",0.43,0.53,2,148,3,0,0,"1","left"
"1243",0.1,0.85,6,297,5,0,0,"2","left"
"1244",0.82,0.85,4,274,5,0,0,"0","left"
"1245",0.1,0.77,6,280,4,0,0,"1","left"
"1247",0.43,0.49,2,155,3,0,0,"1","left"
"1248",0.09,0.94,7,247,4,0,0,"1","left"
"1249",0.41,0.54,2,138,3,0,0,"0","left"
"1250",0.1,0.82,7,284,4,0,0,"0","left"
"1251",0.88,0.92,4,225,5,0,0,"0","left"
"1252",0.43,0.57,2,151,3,1,0,"0","left"
"1253",0.42,0.5,2,155,3,0,0,"0","left"
"1254",0.85,1,4,234,5,0,0,"0","left"
"1255",0.38,0.49,2,144,3,0,0,"0","left"
"1256",0.39,0.47,2,142,3,0,0,"0","left"
"1257",0.41,0.48,2,126,3,0,0,"0","left"
"1258",0.88,0.92,4,233,6,0,0,"0","left"
"1259",0.78,0.96,4,241,5,0,0,"0","left"
"1261",0.09,0.95,6,260,4,1,0,"0","left"
"1262",0.44,0.56,2,145,3,0,0,"0","left"
"1265",0.86,0.98,4,270,5,0,0,"0","left"
"1266",0.1,0.92,6,285,4,0,0,"0","left"
"1267",0.45,0.53,2,149,3,0,0,"0","left"
"1268",0.42,0.53,2,158,3,0,0,"0","left"
"1269",0.36,0.55,2,134,3,0,0,"0","left"
"1272",0.11,0.97,6,288,4,0,0,"1","left"
"1273",0.45,0.46,2,142,3,0,0,"1","left"
"1274",0.87,0.95,5,227,5,0,0,"1","left"
"1275",0.45,0.53,2,131,3,0,0,"1","left"
"1276",0.1,0.83,6,283,5,0,0,"1","left"
"1277",0.44,0.54,2,139,3,0,0,"1","left"
"1280",0.85,0.84,5,272,6,0,0,"1","left"
"1282",0.75,0.88,5,270,5,0,0,"2","left"
"1283",0.81,0.81,4,218,5,1,0,"0","left"
